region,slide_id,full_path,process,status,seg_level,sthresh,mthresh,close,use_otsu,keep_ids,exclude_ids,a_t,a_h,max_n_holes,vis_level,line_thickness,use_padding,contour_fn,mag
BRCA,TCGA-BH-A0HU-01Z-00-DX1.73B38904-E4F8-4F45-BD75-A27EC833B6DE,/data2/WSI_TCGA/BRCA/07610b04-f505-419b-95ec-1789f1869a3a/TCGA-BH-A0HU-01Z-00-DX1.73B38904-E4F8-4F45-BD75-A27EC833B6DE.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-OL-A66K-01Z-00-DX1.C1DC85F1-4FAE-4411-9886-11DCB5E70CC3,/data2/WSI_TCGA/BRCA/07e24277-17a0-4442-9d56-b235c93e4142/TCGA-OL-A66K-01Z-00-DX1.C1DC85F1-4FAE-4411-9886-11DCB5E70CC3.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-AR-A255-01Z-00-DX1.E67C081D-50C9-451C-814B-F097B2671300,/data2/WSI_TCGA/BRCA/08a55811-3ec5-4bdc-af77-7ce3f086250d/TCGA-AR-A255-01Z-00-DX1.E67C081D-50C9-451C-814B-F097B2671300.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-A8-A09V-01Z-00-DX1.2D6731CA-5712-4EB8-8602-E53301BF4238,/data2/WSI_TCGA/BRCA/08f09adc-95ba-491a-9f4d-d01fd9787b6f/TCGA-A8-A09V-01Z-00-DX1.2D6731CA-5712-4EB8-8602-E53301BF4238.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,20
BRCA,TCGA-B6-A0IN-01Z-00-DX1.5C1CBEF7-0C4A-4B22-A85B-6F6FD9435573,/data2/WSI_TCGA/BRCA/0995fcc7-47c6-43af-abdb-3a00b960467b/TCGA-B6-A0IN-01Z-00-DX1.5C1CBEF7-0C4A-4B22-A85B-6F6FD9435573.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
BRCA,TCGA-LL-A5YM-01Z-00-DX1.2B8904A9-6A45-4FFD-AF15-EB81773E5B79,/data2/WSI_TCGA/BRCA/09a0d4a4-fa07-43c9-aed5-c292baa229cf/TCGA-LL-A5YM-01Z-00-DX1.2B8904A9-6A45-4FFD-AF15-EB81773E5B79.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207,/data2/WSI_TCGA/BRCA/09faa447-b639-406d-bc3e-4a0f15551b99/TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-E9-A1RG-01Z-00-DX1.044C235A-75AE-4C7D-AC7F-56C8E64354AA,/data2/WSI_TCGA/BRCA/0a6b2b58-705e-43c4-a98e-618846dc696b/TCGA-E9-A1RG-01Z-00-DX1.044C235A-75AE-4C7D-AC7F-56C8E64354AA.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-GI-A2C8-01Z-00-DX1.09BD8AC9-645A-4C8B-9B36-77D833BDBA09,/data2/WSI_TCGA/BRCA/0a886f18-c44c-4b5e-b243-6df6e27f426a/TCGA-GI-A2C8-01Z-00-DX1.09BD8AC9-645A-4C8B-9B36-77D833BDBA09.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
BRCA,TCGA-A1-A0SD-01Z-00-DX1.DB17BFA9-D951-42A8-91D2-F4C2EBC6EB9F,/data2/WSI_TCGA/BRCA/0a9ea7ac-9d51-4ff7-b40b-659a57e64945/TCGA-A1-A0SD-01Z-00-DX1.DB17BFA9-D951-42A8-91D2-F4C2EBC6EB9F.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-PL-A8LY-01A-02-DX2.6F9520F1-3210-4A96-81C2-A14424F650D1,/data2/WSI_TCGA/BRCA/0aed1454-92b8-46c9-808d-d2413784783f/TCGA-PL-A8LY-01A-02-DX2.6F9520F1-3210-4A96-81C2-A14424F650D1.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-LL-A5YP-01Z-00-DX1.ADA978DF-6625-4C4D-AE0C-F589B2BA4897,/data2/WSI_TCGA/BRCA/0b2e87e5-8168-4e31-ace7-ef06fb4a1e68/TCGA-LL-A5YP-01Z-00-DX1.ADA978DF-6625-4C4D-AE0C-F589B2BA4897.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-AO-A03U-01Z-00-DX1.AE2B55F3-8BA1-4546-82B7-4D2292BE1C78,/data2/WSI_TCGA/BRCA/0baa0917-5f94-46d8-b490-cfec99530637/TCGA-AO-A03U-01Z-00-DX1.AE2B55F3-8BA1-4546-82B7-4D2292BE1C78.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,10
BRCA,TCGA-BH-A0DE-01Z-00-DX1.64A0340A-8146-48E8-AAF7-4035988B9152,/data2/WSI_TCGA/BRCA/0bd7ca22-a281-427c-a5ef-b59b5dd02da3/TCGA-BH-A0DE-01Z-00-DX1.64A0340A-8146-48E8-AAF7-4035988B9152.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-A7-A0DA-01Z-00-DX1.5F087009-16E9-4A07-BA24-62340E108B17,/data2/WSI_TCGA/BRCA/0c3f3ba3-7da4-4b1e-9bb9-2c58436b0d44/TCGA-A7-A0DA-01Z-00-DX1.5F087009-16E9-4A07-BA24-62340E108B17.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1,/data2/WSI_TCGA/BRCA/0ce5fcd8-3ace-4213-ae59-844c11a45f7b/TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-E9-A1RA-01Z-00-DX1.E1C527C3-EDF2-442A-80FE-3E3AFBC5EF5A,/data2/WSI_TCGA/BRCA/0cf5e9dc-bc27-470d-8367-bf2d6e800ba0/TCGA-E9-A1RA-01Z-00-DX1.E1C527C3-EDF2-442A-80FE-3E3AFBC5EF5A.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-E2-A14N-01Z-00-DX1.15F5644F-CA9F-4688-B56E-BCC00CA4769B,/data2/WSI_TCGA/BRCA/0dcc8304-dfd1-4e79-b23f-30f1143c897c/TCGA-E2-A14N-01Z-00-DX1.15F5644F-CA9F-4688-B56E-BCC00CA4769B.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-A8-A09K-01Z-00-DX1.41B2DF5F-C0E1-43BB-BAA5-2946A9EC4650,/data2/WSI_TCGA/BRCA/0dec98aa-fb71-4367-8d39-6a71ae06e442/TCGA-A8-A09K-01Z-00-DX1.41B2DF5F-C0E1-43BB-BAA5-2946A9EC4650.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,20
BRCA,TCGA-E9-A3HO-01Z-00-DX1.8C897764-4CD4-40DE-9F8B-7F1BE5FF89C7,/data2/WSI_TCGA/BRCA/0e16bef6-e65c-4c49-a8ce-ec1f6a97f5a9/TCGA-E9-A3HO-01Z-00-DX1.8C897764-4CD4-40DE-9F8B-7F1BE5FF89C7.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-E9-A3X8-01Z-00-DX1.D1532F80-F5F8-47AF-8A1B-B59E345F5D70,/data2/WSI_TCGA/BRCA/0ef21e8e-df25-4d9a-b1e3-ef5b1f01ce86/TCGA-E9-A3X8-01Z-00-DX1.D1532F80-F5F8-47AF-8A1B-B59E345F5D70.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-S3-A6ZG-01Z-00-DX1.659A0BFB-D99B-474F-B4C2-6590C9161BD1,/data2/WSI_TCGA/BRCA/0f02454b-d62b-4fc8-9660-142e0ab066bf/TCGA-S3-A6ZG-01Z-00-DX1.659A0BFB-D99B-474F-B4C2-6590C9161BD1.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-EW-A1P0-01Z-00-DX1.6C75EEBD-CE05-4DE2-8C43-8B6435F1379F,/data2/WSI_TCGA/BRCA/0f07c601-42ef-42b8-bebb-e08a9541ee01/TCGA-EW-A1P0-01Z-00-DX1.6C75EEBD-CE05-4DE2-8C43-8B6435F1379F.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
BRCA,TCGA-E9-A1NE-01Z-00-DX1.f332124a-cdab-4ab5-82d1-4b8b7f3c9821,/data2/WSI_TCGA/BRCA/0f8ce6d5-182f-41eb-8a1e-fe3bda2dcbbf/TCGA-E9-A1NE-01Z-00-DX1.f332124a-cdab-4ab5-82d1-4b8b7f3c9821.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-BH-A0H9-01Z-00-DX1.8AE869C6-5C78-4D52-AC8B-5B6FD5FD91AA,/data2/WSI_TCGA/BRCA/0f93bc51-9428-4241-8e03-765c47ce709a/TCGA-BH-A0H9-01Z-00-DX1.8AE869C6-5C78-4D52-AC8B-5B6FD5FD91AA.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-AR-A252-01Z-00-DX1.2E7EE069-A0B8-489B-A2F0-3175FB58F468,/data2/WSI_TCGA/BRCA/0f9b1064-79be-4f8e-a548-2da38b227843/TCGA-AR-A252-01Z-00-DX1.2E7EE069-A0B8-489B-A2F0-3175FB58F468.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
BRCA,TCGA-AC-A3W5-01Z-00-DX1.522F702C-776E-45F1-84D3-1648DF04137C,/data2/WSI_TCGA/BRCA/0fa12edb-9b16-4ba2-ae3c-929b93d5dcb8/TCGA-AC-A3W5-01Z-00-DX1.522F702C-776E-45F1-84D3-1648DF04137C.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
BRCA,TCGA-A8-A092-01Z-00-DX1.2A55EA0C-47CD-426B-9697-F2B761730585,/data2/WSI_TCGA/BRCA/0fed7a03-950b-4215-affd-53743e70dd8f/TCGA-A8-A092-01Z-00-DX1.2A55EA0C-47CD-426B-9697-F2B761730585.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,20
BRCA,TCGA-EW-A1P6-01Z-00-DX1.A8024C26-6336-4858-88FD-5679795899BA,/data2/WSI_TCGA/BRCA/101c2a43-88d8-4cb8-b5bd-c8ec41e835b1/TCGA-EW-A1P6-01Z-00-DX1.A8024C26-6336-4858-88FD-5679795899BA.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-OL-A6VO-01Z-00-DX1.291D54D6-EBAF-4622-BD42-97AA5997F014,/data2/WSI_TCGA/BRCA/1090010a-c5b6-48d9-9fe8-0c798586096c/TCGA-OL-A6VO-01Z-00-DX1.291D54D6-EBAF-4622-BD42-97AA5997F014.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
BRCA,TCGA-JL-A3YX-01Z-00-DX1.0FE8F389-F79A-4CF8-A83C-420380A02552,/data2/WSI_TCGA/BRCA/111bea5e-d0ab-4fb8-b1e5-49e104a3fee3/TCGA-JL-A3YX-01Z-00-DX1.0FE8F389-F79A-4CF8-A83C-420380A02552.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
